name;level;type;ritual;casting_time;casting_time_comment;range;components;components_comment;duration;duration_comment;discription
Invisibility;2;illusion;-;1 action;-;touch;V,S,M;an eyelash en ca sedin gu m arabic;1 hour;-;A creatu re you tou ch becom es invisible until the spellA creatu re you tou ch becom es invisible until the spellends. An yth ing the target is w ea rin g or carryin g isinvisible as lon g as it is on the targets person . Th e spellen ds for a target that attacks or casts a spell.A t H igher L evels. W h en you cast this spell u singa spell slot of 3rd level or higher, you ca n target on eadditional creatu re for each slot level above 2nd.
GentleRepose;2;necromancy;True;1 action;-;touch;V,S,M;a pinch of salt and on e copperpiece pla ced on ea ch of the cor p ses eyes, wh ich m ustrem ain there for the duration;10 days;-;You tou ch a cor pse or oth er rem ains. F or theYou tou ch a cor pse or oth er rem ains. F or theduration, the target is protected from decay and ca n tbecom e undead.Th e spell a lso effectively exten ds the tim e lim it onraisin g the target from the dead, sin ce days spent underthe in flu ence of this spell don t cou n t against the tim elim it of spells su ch as  raise dead.
WallofFire;4;evocation;-;1 action;-;120 feet;V,S,M;a sm all piece of ph osph oru s;1 minutes;-;You create a wall of fire on a solid su rfa ce withinYou create a wall of fire on a solid su rfa ce withinrange. You ca n m ake the wall up to 60 feet long, 20feet high, and 1 foot thick, or a rin ged wall up to 20 feetin diam eter, 20 feet high, and 1 foot thick. Th e wall isopa qu e and lasts for the duration.Wh en the wall appears, each crea tu re within its aream ust m ake a Dexterity saving throw. On a failed save, acreatu re takes 5d8 fire dam age, or h alf as m uch dam ageon a su ccessfu l save.One side of the wall, selected by you wh en you castthis spell, dea ls 5d8 fire da m age to ea ch creatu re thaten ds its turn within 10 feet of that side or in side thewall. A crea tu re takes the sa m e da m age wh en it entersthe wall for the first tim e on a turn or en ds its turn there.Th e oth er side of the wall dea ls n o dam age.A t H igher L evels. W h en you cast this spell u sin g aspell slot of 5th level or higher, the da m age in crea ses by1d8 for ea ch slot level above 4th.
Darkvision;2;transmutation;-;1 action;-;touch;V,S,M;either a pin ch of driedca rrot or an agate;8 hours;-;You touch a willin g creatu re to grant it the ability toYou touch a willin g creatu re to grant it the ability tosee in the dark. F or the duration, that crea tu re hasdarkvision out to a ran ge of 60 feet.
AnimateDead;3;necromancy;-;1 minute;-;10 feet;V,S,M;a drop of blood, a piece of flesh,and a pin ch of bon e dust;instant;-;Th is spell crea tes an undead servant. C h oose a pileTh is spell crea tes an undead servant. C h oose a pileof bon es or a cor pse of a M ediu m or Sm a ll h um an oidwith in range. Your spell im bu es the target with a foulm im icry of life, raisin g it as an u ndead creature. Th etarget becom es a skeleton if you ch ose bon es or azom bie if you ch ose a cor p se (the DM has the crea tu resgam e statistics).On ea ch of your turns, you ca n u se a bon u s actionto m entally com m a n d any crea tu re you m a de withthis spell if the creatu re is with in 60 feet of you (if youcon trol m ultiple creatu res, you ca n com m a n d any or allof th em at the sa m e tim e, issu in g the sa m e com m a n d toea ch one). You decide what action the creatu re will takeand wh ere it w ill m ove du ring its next turn, or you canissu e a general com m a n d, su ch as to guard a particularch a m ber or corridor. If you issu e n o com m a n ds, thecrea tu re on ly defen ds itself against h ostile creatu res.On ce given an order, the crea tu re con tin u es to follow ituntil its task is com plete.Th e creatu re is u nder you r con trol for 24 h ours,after wh ich it stops obeyin g any com m a n d you ve givenit. To m aintain con trol of the crea tu re for another24 h ours, you m ust cast this spell on the creatu reagain before the current 24-h ou r per iod ends. Th isu se of the spell rea sserts you r con trol over up to fourcrea tu res you have anim ated with this spell, rather thanan im ating a n ew one.A t H igher L evels. W h en you cast this spell u sin g aspell slot of 4th level or higher, you anim ate or reassertcon trol over two additional u ndead crea tu res for eachslot level above 3rd. E a ch of the crea tu res m ust com efrom a different cor p se or pile of bon es.
CureWounds;1;evocation;-;1 action;-;touch;V,S;-;instant;-;A creatu re you touch regains a n u m ber of hit poin tsA creatu re you touch regains a n u m ber of hit poin tsequ al to 1d8 + you r spellca stin g ability m odifier. Th isspell has n o effect on undead or con stru cts.A t H igher L evels. Wh en you cast this spell u sin g aspell slot of 2n d level or higher, the h ealin g in crea ses by1d8 for each slot level above 1st.
DivineFavor;1;evocation;-;1 bonus action;-;self;V,S;-;1 minutes;-;Your prayer em powers you with divine radia n ce. UntilYour prayer em powers you with divine radia n ce. Untilthe spell ends, you r wea pon attacks deal an extra 1d4radiant da m age on a hit.
ColorSpray;1;illusion;-;1 action;-;self;V,S,M;a pin ch of powder or sand that iscolored red, yellow, and blue;1 round;-;A dazzlin g array of flashing, colored light sprin gs fromA dazzlin g array of flashing, colored light sprin gs fromyou r hand. Roll 6 d10 the total is h ow m any hit pointsof crea tu res this spell can effect. Creatures in a 15-footcon e originatin g from you are affected in a scen din gorder of their curren t hit poin ts (ign orin g u n con sciou screa tu res and crea tu res that ca n t see).Startin g with the creatu re that h as the lowest currenthit points, each creatu re affected by this spell is blin deduntil the spell ends. Su btract ea ch crea tu res hit poin tsfrom the total before m ovin g on to the creatu re withthe next lowest hit points. A crea tu res hit poin ts m ustbe equ al to or less than the rem ain in g total for thatcrea tu re to be affected.A t H igher L evels. W h en you cast this spell u sin g aspell slot of 2n d level or higher, roll an additional 2d10for each slot level above 1st.
DrawmijsInstantSummons;6;conjuration;True;1 minute;-;touch;V,S,M;a sapph ire w orth 1,000 gp;Until dispelled or triggered;-;You tou ch an object weigh in g 10 pou n ds or less w h oseYou tou ch an object weigh in g 10 pou n ds or less w h oselon gest dim en sion is 6 feet or less. Th e spell leaves aninvisible m ark on its su rfa ce and invisibly in scribes then a m e of the item on the sapph ire you u se as the m aterialcom pon en t. E a ch tim e you cast this spell, you m ust u sea different sapphire.At any tim e thereafter, you can u se you r action tospea k the item s n am e and cru sh the sapphire. The iteminstantly appears in you r hand rega rdless of ph ysical orplanar dista n ces, and the spell ends.If an oth er crea tu re is h oldin g or ca rryin g the item,cru sh in g the sapph ire d oesn t tran sport the item to you,but instead you learn wh o the creatu re possessin g theobject is and rou gh ly wh ere that creatu re is locatedat that m om ent.Dispel m agic or a sim ilar effect su ccessfu lly applied tothe sa pph ire en ds this spells effect.
Commune;5;divination;True;1 minute;-;self;V,S,M;in cen se and a vial of holy orunh oly water;1 minutes;-;You con tact you r deity or a divine proxy and ask up toYou con tact you r deity or a divine proxy and ask up toth ree qu estion s that ca n be a n swered with a yes or no.You m ust ask you r qu estion s before the spell ends. Youreceive a cor r ect a n swer for each question.Divine bein gs aren t n ecessa rily om n iscien t, so youm ight receive “u n clea r” as an an swer if a qu estionperta in s to in form ation that lies beyon d the deityskn owledge. In a ca se w h ere a on e-word a n swer cou ld bem islea din g or con tra ry to the deitys interests, the DMm ight offer a short ph ra se as an a n swer instead.If you ca st the spell tw o or m ore tim es before finishingyou r next lon g rest, there is a cum ulative 25 percen tch a n ce for ea ch castin g after the first that you get noanswer. Th e DM m a kes this roll in secret.
Passwall;5;transmutation;-;1 action;-;30 feet;V,S,M;a pin ch of sesa m e seeds;1 hour;-;A pa ssa ge appears at a poin t of your ch oice that youA pa ssa ge appears at a poin t of your ch oice that youca n see on a w ooden , plaster, or stone su rfa ce (such asa wall, a ceilin g, or a floor) within range, and lasts forthe duration. You ch oose the open in gs dim en sion s: upto 5 feet wide, 8 feet tall, and 20 feet deep. Th e pa ssa gecrea tes no instability in a stru ctu re su rrou n din g it.Wh en the open in g disappea rs, any crea tu res orobjects still in the pa ssa ge created by the spell are safelyejected to an u n occu pied spa ce n earest to the su rfa ce onwh ich you cast the spell.
GraspingVine;4;conjuration;-;1 bonus action;-;30 feet;V,S;-;1 minutes;-;You con ju re a vine that sprou ts from the grou n d in anYou con ju re a vine that sprou ts from the grou n d in anu n occu pied spa ce of you r ch oice that you can see withinrange. W h en you cast this spell, you ca n direct the vineto lash out at a crea tu re within 30 feet of it that you cansee. That creatu re m ust su cceed on a Dexterity savingth row or be pu lled 20 feet directly toward the vine.Until the spell ends, you ca n direct the vine to lash outat the sa m e creatu re or a n oth er on e as a bon u s actionon ea ch of you r turns.
Confusion;4;enchantment;-;1 action;-;90 feet;V,S,M;three nut shells;1 minutes;-;Th is spell assaults and twists crea tu res m inds,Th is spell assaults and twists crea tu res m inds,spawn in g delu sion s and provokin g u n con trolled action.E ach crea tu re in a 10-foot-radius sph ere cen tered ona poin t you ch oose within ran ge m ust su cceed on aW isdom saving th row wh en you cast this spell or beaffected by it.An affected target ca n t take reaction s and m ust rolla d 10 at the start of ea ch of its turns to determ ine itsbeh avior for that turn.At the en d of ea ch of its turns, an affected target canm ake a W isdom saving throw. If it su cceeds, this effecten ds for that target.A t H igher L evels. W h en you cast this spell u sin g aspell slot of 5th level or higher, the radius of the spherein crea ses by 5 feet for ea ch slot level above 4th.
Clone;8;necromancy;-;1 hour;-;touch;V,S,M;a dia m on d worth at least 1,000gp and at least 1 cu bic in ch of flesh of the creaturethat is to be clon ed, wh ich the spell con su m es, and avessel worth at least 2,000 gp that has a sea la ble lidand is large en ou gh to h old a Mediu m creature, su chas a huge urn, coffin, m ud-filled cyst in the grou nd, orcrystal con tain er filled with salt water;instant;-;Th is spell grows an inert duplicate of a living creatu reTh is spell grows an inert duplicate of a living creatu reas a sa fegu ard against death. Th is clon e form s insidea sea led vessel and grow s to full size and maturityafter 120 days you ca n a lso ch oose to have the clon ebe a you n ger version of the sa m e creatu re. It rem ainsin ert and en du res indefinitely, as lon g as its vesselrem ain s undisturbed.At any tim e after the clon e m atures, if the originalcrea tu re dies, its sou l tran sfers to the clon e, providedthat the sou l is free and willin g to return. Th e clon e isphysically identical to the origin al and has the sa m epersonality, m em ories, and abilities, but n on e of theorigin a ls equipm ent. Th e origin a l crea tu res physicalrem ains, if they still exist, becom e inert and ca n tth ereafter be restored to life, sin ce the crea tu res sou lis elsewh ere.
